VILLES-SUR-AUZON;44.058348;5.233994;4;1;Villes-sur-Auzon
MORMOIRON;44.067689;5.183815;4;1;Mormoiron
METHAMIS;44.014735;5.224049;4;1;Méthamis
MALEMORT-DU-COMTAT;44.020938;5.159771;4;1;Malemort-du-Comtat
BLAUVAC;44.030377;5.198984;4;1;Blauvac
MENERBES;43.832978;5.206745;4;1;Ménerbes
MORNAS;44.203285;4.727739;4;1;Mornas
VILLELAURE;43.710324;5.4352729;4;1;Villelaure
CAUMONT-SUR-DURANCE;43.893256;4.944208;4;1;Caumont-sur-Durance
BOLLENE;44.280508;4.748966;4;1;Bollène
SAINT-SATURNIN-LES-APT;43.944076;5.38373;4;1;Saint-Saturnin-lès-Apt
LACOSTE;43.501494;-1.039089;6;10;Lacoste, 64270 Léren
BUOUX;43.831611;5.377593;4;1;Buoux
BONNIEUX;43.829119;5.3126939;4;1;Bonnieux
CHATEAUNEUF-DE-GADAGNE;43.932339;4.943401;4;1;Châteauneuf-de-Gadagne
CHEVAL-BLANC;43.800416;5.063428;4;1;Cheval-Blanc
SAINT-SATURNIN-LES-AVIGNON;43.956789;4.929456;4;1;Saint-Saturnin-lès-Avignon
JONQUERETTES;43.947387;4.932201;4;1;Jonquerettes
ROBION;43.845099;5.112227;4;1;Robion
MONDRAGON;44.238945;4.713344;4;1;Mondragon
PIOLENC;44.177745;4.762071;4;1;Piolenc
FLASSAN;44.099044;5.242369;4;1;Flassan
CRILLON-LE-BRAVE;44.118305;5.1435069;4;1;Crillon-le-Brave
BEDOIN;44.124008;5.1803739;4;1;Bédoin
VILLARS;45.467654;4.352633;4;9;Villars
SIVERGUES;43.827756;5.40398;4;1;Sivergues
SAIGNON;43.863403;5.429098;4;1;Saignon
RUSTREL;43.924532;5.484504;4;1;Rustrel
LAGARDE-D'APT;43.983583;5.472964;4;1;Lagarde-d'Apt
GIGNAC;43.653241;3.551364;4;4;Gignac
GARGAS;43.90322;5.357388;4;1;Gargas
CASTELLET;43.837514;5.478083;4;1;Castellet
AURIBEAU;43.600762;6.912258;4;3;Auribeau
APT;43.876452;5.395439;4;1;Apt
SAINT-TRINIT;44.102056;5.46518;4;1;Saint-Trinit
SAINT-LEGER-DU-VENTOUX;44.212283;5.276512;4;1;Saint-Léger-du-Ventoux
SAINT-CHRISTOL;43.726951;4.078988;4;3;Saint-Christol
SAVOILLAN;44.179698;5.374208;4;1;84390 Savoillan
SAULT;44.091413;5.408174;4;1;Sault
MONIEUX;44.067421;5.359366;4;1;Monieux
BRANTES;44.193209;5.333613;4;1;Brantes
AUREL;44.695285;5.299151;4;2;Aurel
MAZAN;44.056376;5.127605;4;1;Mazan
BEDARRIDES;44.040899;4.8977;4;1;Bédarrides
PUGET;43.455329;6.68408;4;3;Puget
MERINDOL;43.755673;5.202391;4;1;Mérindol
LAURIS;43.746982;5.313601;4;1;Lauris
COURTHEZON;44.085647;4.882963;4;1;Courthézon
MALAUCENE;44.17444;5.1320499;4;1;Malaucène
ENTRECHAUX;44.218012;5.138202;4;1;Entrechaux
BEAUMONT-DU-VENTOUX;44.183663;5.16637;4;1;Beaumont-du-Ventoux
SAINT-PIERRE-DE-VASSOLS;44.100378;5.136991;4;1;Saint-Pierre-de-Vassols
PUYRICARD;43.273023;5.683988;5;6;Le Puyricard, 13780 Cuges-les-Pins
SAINT-HIPPOLYTE-LE-GRAVERON;44.121467;5.075374;4;1;Saint-Hippolyte-le-Graveyron
MODENE;44.103292;5.123037;4;1;Modène
LE BARROUX;44.137269;5.099823;4;1;Le Barroux
CAROMB;44.110898;5.107716;4;1;Caromb
ENTRAIGUES-SUR-LA-SORGUE;44.003485;4.9259579;4;1;Entraigues-sur-la-Sorgue
MORIERES-LES-AVIGNON;43.939025;4.910072;4;1;Morières-lès-Avignon
LES TAILLADES;43.834485;5.093096;4;1;Taillades
CAVAILLON;43.837051;5.037909;4;1;Cavaillon
SAINTE-CECILE-LES-VIGNES;44.245133;4.886222;4;1;Sainte-Cécile-les-Vignes
SAINT-ROMAN-DE-MALEGARDE;44.269691;4.963935;4;1;Saint-Roman-de-Malegarde
LAGARDE-PAREOL;44.228428;4.850824;4;1;Lagarde-Paréol
CAIRANNE;44.232967;4.933384;4;1;Cairanne
VEDENE;43.974378;4.903105;4;1;Vedène
SARRIANS;44.083415;4.971544;4;1;Sarrians
LE THOR;43.929721;4.994709;4;1;Le Thor
VITROLLES-EN-LUBERON;43.813113;5.595226;4;1;Vitrolles-en-Lubéron
SANNES;43.756316;5.485346;4;1;Sannes
PEYPIN-D'AIGUES;43.787646;5.569564;4;1;Peypin-d'Aigues
LA TOUR-D'AIGUES;43.725239;5.548023;4;1;La Tour-d'Aigues
LA MOTTE-D'AIGUES;43.77296;5.5210549;4;1;La Motte-d'Aigues
LA BASTIDE-DES-JOURDANS;43.784867;5.634354;4;1;La Bastide-des-Jourdans
GRAMBOIS;43.762545;5.589116;4;1;Grambois
CABRIERES-D'AIGUES;43.784431;5.497655;4;1;Cabrières-d'Aigues
ANSOUIS;43.73793;5.463834;4;1;Ansouis
CHATEAUNEUF-DU-PAPE;44.056556;4.831281;4;1;Châteauneuf-du-Pape
SAINT-PANTALEON;44.368039;1.265301;4;5;Saint-Pantaléon
ROUSSILLON;43.902293;5.292936;4;4;Roussillon
MURS;43.951727;5.2418509;4;3;Murs
LIOUX;43.946532;5.301341;4;1;Lioux
JOUCAS;43.925823;5.25209;4;1;Joucas
GOULT;43.863673;5.242289;4;1;Goult
GORDES;43.911315;5.200176;4;1;Gordes
CABRIERES-D'AVIGNON;43.8919039;5.149504;4;1;Cabrières-d'Avignon
BEAUMETTES;43.8586846;5.2017954;4;1;Beaumettes
VENASQUE;43.995641;5.146846;4;1;Venasque
SAINT-DIDIER;44.008459;5.109316;4;9;84210 Saint-Didier
PERNES-LES-FONTAINES;44.003929;5.0646509;4;1;Pernes-les-Fontaines
LE BEAUCET;43.983427;5.118742;4;1;Le Beaucet
LA ROQUE-SUR-PERNES;43.978484;5.10659;4;1;La Roque-sur-Pernes
ALTHEN-DES-PALUDS;44.004336;4.958824;4;1;Althen-des-Paluds
LORIOL-DU-COMTAT;44.07418;5.001013;4;1;Loriol-du-Comtat
CARPENTRAS;44.0555639;5.048722;4;1;Carpentras
VACQUEYRAS;44.138463;4.982689;4;1;Vacqueyras
SUZETTE;44.167519;5.067546;4;1;Suzette
LAFARE;44.146805;5.051435;4;1;84190 Lafare
LA ROQUE-ALRIC;44.143916;5.064176;4;1;La Roque-Alric
GIGONDAS;44.168495;5.0099669;4;1;Gigondas
BEAUMES-DE-VENISE;44.122161;5.029084;4;1;Beaumes-de-Venise
MONTEUX;44.034945;4.996762;4;1;Monteux
VAUGINES;43.779109;5.415264;4;1;Vaugines
PUYVERT;43.7590829;5.342891;4;1;Puyvert
LOURMARIN;43.763477;5.362582;4;1;Lourmarin
CUCURON;43.773077;5.438812;4;1;Cucuron
CADENET;43.734629;5.373049;4;1;Cadenet
VIOLES;44.161688;4.955945;4;1;Violes
JONQUIERES;44.114506;4.899433;4;1;Jonquières
LE PONTET;43.9591489;4.863831;4;1;Le Pontet
PERTUIS;43.694275;5.501843;4;1;Pertuis
MIRABEAU;43.704393;5.6561009;4;2;Mirabeau
LA BASTIDONNE;43.700863;5.567567;4;1;La Bastidonne
BEAUMONT-DE-PERTUIS;43.737653;5.688886;4;1;Beaumont-de-Pertuis
VILLEDIEU;44.2838459;5.033666;4;10;Villedieu
VAISON-LA-ROMAINE;44.240968;5.075198;4;1;84110 Vaison-la-Romaine
SAINT-ROMAIN-EN-VIENNOIS;44.258361;5.1090669;4;1;Saint-Romain-en-Viennois
SAINT-MARCELLIN-LES-VAISON;44.230821;5.09838;4;1;Saint-Marcellin-lès-Vaison
SEGURET;44.20559;5.023091;4;1;Seguret
SABLET;44.192424;5.006335;4;1;Sablet
ROAIX;44.244558;5.013454;4;1;84110 Roaix
RASTEAU;44.231277;4.986897;4;1;Rasteau
PUYMERAS;44.270524;5.127847;4;1;Puyméras
FAUCON;44.259113;5.144363;4;1;Faucon
CRESTET;44.217113;5.08395;4;1;Crestet
BUISSON;44.280405;4.997107;4;8;Buisson
UCHAUX;44.211112;4.802882;4;1;Uchaux
ORANGE;44.1380989;4.807511;4;3;Orange
AVIGNON;43.949317;4.805528;4;3;Avignon
SAINT-TROPEZ;43.270065;6.639578;4;1;Saint-Tropez
LE LAVANDOU;43.138042;6.368436;4;1;Le Lavandou
LA MOTTE;43.493077;6.535977;4;5;La Motte
POURRIERES;43.5037499;5.735804;4;1;Pourrières
BESSE-SUR-ISSOLE;43.34952;6.176963;4;1;Besse-sur-Issole
SIGNES;43.290934;5.863162;4;1;Signes
NANS-LES-PINS;43.37055;5.782809;4;1;Nans-les-Pins
TRIGANCE;43.761214;6.445771;4;1;Trigance
LE BOURGUET;43.783681;6.518749;4;1;Le Bourguet
LA ROQUE-ESCLAPON;43.723869;6.629754;4;1;La Roque-Esclapon
LA MARTRE;43.771611;6.599143;4;1;La Martre
LA BASTIDE;43.734162;6.624447;4;8;La Bastide
COMPS-SUR-ARTUBY;43.709553;6.50894;4;1;Comps-sur-Artuby
CHATEAUVIEUX;47.2323;1.382479;4;10;Châteauvieux
BRENON;43.769945;6.541763;4;1;Brenon
BARGEME;43.729791;6.5728859;4;1;Bargème
FIGANIERES;43.569404;6.496756;4;1;Figanières
CLAVIERS;43.601738;6.564805;4;1;Claviers
CALLAS;43.592976;6.538385;4;1;Callas
BARGEMON;43.619399;6.551421;4;1;Bargemon
CASENEUVE;43.8868859;5.484011;4;1;Caseneuve
RAYOL-CANADEL-SUR-MER;43.1594;6.4625;4;1;Rayol-Canadel-sur-Mer
PIGNANS;43.30096;6.226458;4;1;Pignans
FLAYOSC;43.534572;6.394899;4;1;Flayosc
LA CADIERE-D'AZUR;43.196218;5.755173;4;1;La Cadière-d'Azur
TRANS-EN-PROVENCE;43.504093;6.495985;4;1;Trans-en-Provence
SAINT-RAPHAEL;43.42519;6.76837;4;1;Saint-Raphaël
VILLECROZE;43.5820099;6.2754519;4;1;Villecroze
TOURTOUR;43.5885559;6.30313;4;1;Tourtour
SILLANS-LA-CASCADE;43.567665;6.179047;4;1;Sillans-la-Cascade
SALERNES;43.563768;6.231328;4;1;Salernes
LA GARDE-FREINET;43.3178;6.469076;4;1;La Garde-Freinet
VARAGES;43.596359;5.960527;4;1;Varages
TAVERNES;43.593539;6.016305;4;1;Tavernes
PONTEVES;43.553433;6.030373;4;1;Pontevès
MONTMEYAN;43.647734;6.063307;4;1;Montmeyan
FOX-AMPHOUX;43.586542;6.101908;4;1;Fox-Amphoux
CHATEAUVERT;43.500327;6.027609;4;1;Chateauvert
BARJOLS;43.557156;6.00775;4;1;Barjols
CARNOULES;43.301915;6.188657;4;1;Carnoules
SAINT-ZACHARIE;43.385168;5.706584;4;1;Saint-Zacharie
VERIGNON;43.653502;6.273437;4;1;Vérignon
REGUSSE;43.656516;6.129345;4;1;Régusse
MOISSAC-BELLEVUE;43.653051;6.16668;4;1;Moissac-Bellevue
LES SALLES-SUR-VERDON;43.77326;6.209061;4;1;Les Salles-sur-Verdon
BAUDUEN;43.734454;6.174909;4;1;Bauduen
BAUDINARD-SUR-VERDON;43.716163;6.1344329;4;1;Baudinard-sur-Verdon
AUPS;43.627364;6.22354;4;1;Aups
ARTIGNOSC-SUR-VERDON;43.702931;6.090422;4;1;Artignosc-sur-Verdon
AIGUINES;43.774796;6.243025;4;1;Aiguines
COLLOBRIERES;43.237277;6.309201;4;1;Collobrières
LES ADRETS-DE-L'ESTEREL;43.5207;6.8105;4;1;Les Adrets-de-l'Estérel
FREJUS;43.433152;6.737034;4;2;Fréjus
BAGNOLS-EN-FORET;43.533498;6.708191;4;1;Bagnols-en-Forêt
GONFARON;43.31989;6.287617;4;1;Gonfaron
GASSIN;43.228355;6.585578;4;1;Gassin
MONTFORT-SUR-ARGENS;43.474362;6.121853;4;1;83570 Montfort-sur-Argens
ENTRECASTEAUX;43.514689;6.242809;4;1;Entrecasteaux
COTIGNAC;43.529171;6.148583;4;1;Cotignac
CORRENS;43.487976;6.079502;4;1;Correns
CARCES;43.474106;6.176679;4;1;Carcès
VINON-SUR-VERDON;43.726075;5.81282;4;1;Vinon-sur-Verdon
SAINT-MARTIN;43.825536;6.13004;4;6;Roumoules
SAINT-JULIEN-LE MONTAGNIER;43.690787;5.908374;4;1;Saint-Julien
RIANS;43.606476;5.7565929;4;2;Rians
LA VERDIERE;43.636246;5.936363;4;1;La Verdiere
GINASSERVIS;43.671062;5.848495;4;1;Ginasservis
ESPARRON;43.591837;5.849255;4;3;Esparron
ARTIGUES;43.592929;5.811284;4;10;Artigues
VIDAUBAN;43.426869;6.4316129;4;1;Vidauban
ROQUEBRUNE-SUR-ARGENS;43.443408;6.637682;4;1;Roquebrune-sur-Argens
SAINT-ANTONIN-DU-VAR;43.506653;6.293453;4;1;Saint-Antonin-du-Var
LORGUES;43.493236;6.361557;4;1;Lorgues
LA SEYNE-SUR-MER;43.102976;5.878219;4;1;La Seyne-sur-Mer
LE MUY;43.472036;6.566575;4;1;Le Muy
PUGET-SUR-ARGENS;43.455329;6.68408;4;1;Puget-sur-Argens
SAINT-MAXIMIN-LA-SAINTE-BAUME;43.452497;5.864004;4;1;Saint-Maximin-la-Sainte-Baume
SEILLONS-SOURCE-D'ARGENS;43.496495;5.883536;4;1;Seillons-Source-d'Argens
POURCIEUX;43.471296;5.785628;4;1;Pourcieux
OLLIERES;43.483044;5.828688;4;1;Ollières
TARADEAU;43.454507;6.4274889;4;1;Taradeau
LES ARCS;43.462876;6.478446;4;1;Les Arcs
TOURRETTES;43.623491;6.70168;4;1;Tourrettes
TANNERON;43.590586;6.875196;4;1;Tanneron
SAINT-PAUL-EN-FORET;43.567595;6.691291;4;1;Saint-Paul-en-Forêt
SEILLANS;43.636242;6.643412;4;1;Seillans
MONTAUROUX;43.6187759;6.764278;4;1;Montauroux
MONS;50.642006;3.107673;4;10;Mons
FAYENCE;43.624076;6.694103;4;1;83440 Fayence
CALLIAN;43.622739;6.753182;4;1;Callian
SAINT-MANDRIER-SUR-MER;43.07541;5.927237;4;1;Saint-Mandrier-sur-Mer
LA CROIX-VALMER;43.212017;6.561355;4;1;La Croix-Valmer
HYERES;43.120541;6.128639;4;1;Hyères
PUGET-VILLE;43.289209;6.135894;4;3;Puget-ville
PIERREFEU-DU-VAR;43.22595;6.143766;4;1;Pierrefeu-du-Var
CUERS;43.237875;6.0721999;4;1;Cuers
RAMATUELLE;43.21504;6.612732;4;1;Ramatuelle
LES MAYONS;43.31396;6.357837;4;1;Les Mayons
LE THORONET;43.4521159;6.302194;4;1;Le Thoronet
LE LUC;43.394509;6.3132339;4;1;Le Luc
LE CANNET-DES-MAURES;43.390954;6.341427;4;1;Le Cannet-des-Maures
FLASSANS-SUR-ISSOLE;43.369358;6.22237;4;1;Flassans-sur-Issole
CABASSE;43.428192;6.230598;4;1;Cabasse
LE CASTELLET;43.203551;5.776755;4;1;Le Castellet
LE BEAUSSET;43.198331;5.802294;4;1;Le Beausset
EVENOS;43.163258;5.846252;4;1;Évenos
CARQUEIRANNE;43.096777;6.072284;4;1;Carqueiranne
LA MOLE;43.2071759;6.465117;4;1;La Mole
GRIMAUD;43.274308;6.521865;4;1;Grimaud
COGOLIN;43.251843;6.532649;4;1;Cogolin
DRAGUIGNAN;43.5377269;6.464993;4;1;Draguignan
CHATEAUDOUBLE;43.596177;6.451946;4;2;Châteaudouble
SAINT-CYR-SUR-MER;43.1826409;5.709571;4;1;Saint-Cyr-sur-Mer
LA CRAU;43.147764;6.073127;4;1;La Crau
LA LONDE-LES-MAURES;43.138622;6.235208;4;1;La Londe-les-Maures
CAVALAIRE-SUR-MER;43.172675;6.530005;4;1;Cavalaire-sur-Mer
BORMES-LES-MIMOSAS;43.151682;6.342202;4;1;Bormes-les-Mimosas
LE PRADET;43.106933;6.018687;4;1;Le Pradet
SOLLIES-VILLE;43.182433;6.038751;4;1;Solliès-Ville
SOLLIES-TOUCAS;43.206421;6.024656;4;1;Solliès-Toucas
SOLLIES-PONT;43.191199;6.041984;4;1;Solliès-Pont
LA FARLEDE;43.168653;6.043222;4;1;La Farlède
BELGENTIER;43.245106;5.999776;4;1;Belgentier
TOULON;43.124228;5.928;4;1;Toulon
LE REVEST-LES-EAUX;43.175976;5.926476;4;1;Le Revest-les-Eaux
OLLIOULES;43.139901;5.847652;4;1;Ollioules
VINS-SUR-CARAMY;43.433953;6.142095;4;1;Vins-sur-Caramy
TOURVES;43.407932;5.923409;4;1;Tourves
ROUGIERS;43.392755;5.851715;4;1;Rougiers
LA CELLE;43.393994;6.041015;4;1;La Celle
CAMPS-LA-SOURCE;43.386334;6.094116;4;1;Camps-la-Source
BRIGNOLES;43.40655;6.061187;4;1;Brignoles
LA VALETTE-DU-VAR;43.1378709;5.983561;4;1;La Valette-du-Var
BANDOL;43.136418;5.754186;4;1;Bandol
BRAS;43.472952;5.9534269;4;3;Bras
LE VAL;47.6116577;-2.1117086;6;10;Le Val, 56350 Rieux
SIX-FOURS-LES-PLAGES;43.093062;5.839225;4;1;Six-Fours-les-Plages
SAINTE-ANASTASIE-SUR-ISSOLE;43.34222;6.125011;4;1;Sainte-Anastasie-sur-Issole
ROCBARON;43.305978;6.083557;4;1;Rocbaron
NEOULES;43.311013;6.0135189;4;1;Néoules
MEOUNES-LES-MONTRIEUX;43.282055;5.970442;4;1;Méounes-lès-Montrieux
MAZAUGUES;43.347562;5.921826;4;1;Mazaugues
LA ROQUEBRUSSANNE;43.338073;5.978565;4;1;La Roquebrussanne
GAREOULT;43.329229;6.045799;4;1;Garéoult
FORCALQUEIRET;43.336112;6.088545;4;1;Forcalqueiret
MONTFERRAT;43.612566;6.481407;4;7;Montferrat
LA GARDE;43.128777;6.017199;4;1;La Garde
SAINTE-MAXIME;43.310184;6.640482;4;1;Sainte-Maxime
PLAN-DE-LA-TOUR;43.339419;6.548079;4;2;Le Plan-de-la-Tour
BRUE-AURIAC;43.527478;5.944686;4;1;Brue-Auriac
AMPUS;43.607276;6.38325;4;1;Ampus
SANARY-SUR-MER;43.118021;5.801435;4;1;Sanary-sur-Mer
TOULON;43.124228;5.928;4;1;Toulon
TOULON;43.124228;5.928;4;1;Toulon
EOURRES;44.2133619;5.698618;4;1;Éourres
FONTVIEILLE;43.725522;4.70941;4;1;Fontvieille
ALLEINS;43.703713;5.161234;4;1;Alleins
SAUSSET-LES-PINS;43.332412;5.11057;4;1;Sausset-les-Pins
CADOLIVE;43.396004;5.544298;4;1;Cadolive
MOLLEGES;43.806056;4.948633;4;1;Mollégès
AUREILLE;43.707188;4.947103;4;1;Aureille
SAINT-MITRE-LES-REMPARTS;43.451807;5.014107;4;1;Saint-Mitre-les-Remparts
MAILLANE;43.832349;4.782098;4;1;Maillane
MOURIES;43.688994;4.871352;4;1;Mouriès
VELAUX;43.523013;5.253467;4;1;Velaux
ROGNONAS;43.898503;4.803017;4;1;Rognonas
PEYROLLES-EN-PROVENCE;43.648169;5.5836499;4;1;Peyrolles-en-Provence
GREASQUE;43.431255;5.544496;4;1;Gréasque
ROGNES;43.663327;5.347199;4;1;Rognes
ROQUEFORT-LA-BEDOULE;43.247341;5.5904809;4;1;Roquefort-la-Bédoule
LA PENNE-SUR-HUVEAUNE;43.282215;5.5156349;4;1;La Penne-sur-Huveaune
ENSUES-LA-REDONNE;43.355331;5.203593;4;1;Ensuès-la-Redonne
EYGALIERES;43.76015;4.950151;4;1;Eygalières
ISTRES;43.513006;4.987968;4;1;Istres
ROUSSET;43.480621;5.622019;4;4;Rousset
PEYNIER;43.448622;5.640157;4;1;Peynier
CHATEAUNEUF-LE-ROUGE;43.48905;5.568998;4;1;Châteauneuf-le-Rouge
RIBOUX;43.302966;5.756299;4;1;Riboux
CUGES-LES-PINS;43.27548;5.700041;4;1;Cuges-les-Pins
VENELLES;43.596314;5.49233;4;1;Venelles
SAINT-CANNAT;43.62126;5.29792;4;1;Saint-Cannat
PLAN-D'ORGON;43.80871;4.99713;4;1;Plan-d'Orgon
LE ROVE;43.369912;5.252998;4;1;Le Rove
SAINT-VICTORET;43.420234;5.236007;4;1;Saint-Victoret
LA BOUILLADISSE;43.394132;5.593219;4;1;La Bouilladisse
BELCODENE;43.424839;5.586635;4;1;Belcodène
FUVEAU;43.4537819;5.560919;4;1;Fuveau
MARIGNANE;43.4212739;5.218332;4;1;Marignane
GRAVESON;43.8531509;4.769296;4;1;Graveson
LANCON-DE-PROVENCE;43.591912;5.126824;4;1;Lançon-Provence
VERQUIERES;43.83769;4.918884;4;1;Verquiéres
SAINT-ANDIOL;43.835465;4.944566;4;1;Saint-Andiol
ORGON;43.791223;5.038677;4;1;Orgon
MEYRARGUES;43.635993;5.528175;4;1;Meyrargues
LA ROQUE-D'ANTHERON;43.713811;5.316109;4;1;La Roque-d'Anthéron
EYRAGUES;43.841579;4.841977;4;1;Eyragues
CARRY-LE-ROUET;43.330673;5.151576;4;1;Carry-le-Rouet
SAINT-ESTEVE-JANSON;43.686418;5.394654;4;1;Saint-Estève-Janson
LE PUY-SAINTE-REPARADE;43.66283;5.435206;4;1;Le Puy-Sainte-Réparade
LA CIOTAT;43.173653;5.605155;4;1;La Ciotat
CEYRESTE;43.221502;5.634811;4;1;Ceyreste
MEYREUIL;43.486821;5.495122;4;1;Meyreuil
LA FARE-LES-OLIVIERS;43.550993;5.194541;4;1;La Fare-les-Oliviers
BARBENTANE;43.8986159;4.747895;4;1;Barbentane
SENAS;43.7454589;5.077758;4;1;Senas
MONTAGNAC-MONTPEZAT;43.7803;6.0961;4;1;Montagnac-Montpezat
PALUD-DES-NOVES;43.834513;4.9024779;6;1;Avenue de la République les Palud, 13550 Noves
NOVES;43.877232;4.902065;4;1;Noves
TRETS;43.446909;5.6841549;4;1;Trets
LE PARADOU;43.718275;4.783751;4;1;Paradou
MAUSSANE-LES-ALPILLES;43.721723;4.804197;4;1;Maussane-les-Alpilles
LES BAUX-DE-PROVENCE;43.743887;4.795495;4;1;Les Baux-de-Provence
EGUILLES;43.5686589;5.354234;4;1;Éguilles
MARTIGUES;43.404811;5.053728;4;1;Martigues
JOUQUES;43.636647;5.63955;4;1;Jouques
CABRIES;43.441195;5.37999;4;1;Cabriès
CARNOUX-EN-PROVENCE;43.258996;5.565438;4;1;Carnoux-en-Provence
SAINTES-MARIES-DE-LA-MER;43.453241;4.429074;4;1;Saintes-Maries-de-la-Mer
GRANS;43.607073;5.063777;4;1;Grans
CABANNES;43.860621;4.952125;4;1;Cabannes
EYGUIERES;43.695299;5.02967;4;1;Eyguières
GEMENOS;43.295388;5.628112;4;1;Gémenos
LAMBESC;43.653995;5.261712;4;1;Lambesc
AUBAGNE;43.29218;5.569336;4;1;Aubagne
AURIOL;43.369174;5.631363;4;1;Auriol
PLAN-DE-CUQUES;43.345989;5.462092;4;1;Plan-de-Cuques
MALLEMORT;43.731567;5.1805389;4;1;Mallemort
ROQUEVAIRE;43.349537;5.603996;4;1;Roquevaire
CHARLEVAL;49.369888;1.381115;4;2;Charleval
ROGNAC;43.487871;5.23463;4;1;Rognac
PELISSANNE;43.631049;5.150567;4;1;Pélissanne
LA BARBEN;43.630199;5.176181;4;1;La Barben
BOUC-BEL-AIR;43.451152;5.413875;4;1;Bouc-Bel-air
SAINT-MARTIN-DE-CRAU;43.638628;4.812107;4;1;Saint-Martin-de-Crau
SALON-DE-PROVENCE;43.640199;5.097022;4;1;Salon-de-Provence
FOS-SUR-MER;43.437882;4.945711;4;1;Fos-sur-Mer
CASSIS;43.215134;5.53712;4;1;Cassis
SAINT-CHAMAS;43.550669;5.034508;4;1;Saint-Chamas
CORNILLON-CONFOUX;43.56219;5.0722569;4;1;Cornillon-Confoux
SEPTEMES-LES-VALLONS;43.398686;5.3684079;4;1;Septèmes-les-Vallons
